primary_genre,lead_actor,director,production_company,vote_count,popularity,vote_average,revenue,budget,specificity,count,source,added_date
Any,Katie Cassidy,Any,Any,119,7.89,4.8,21510851.0,9000000.0,Actor,,,
Any,Katie Chang,Any,Any,1205,7.91,5.3,19145732.0,15000000.0,Actor,,,
Any,Katie Featherston,Any,Any,836,9.32,5.68,179847410.0,3253750.0,Actor,,,
Any,Katie Holmes,Any,Any,158,6.98,4.93,15945448.0,18166667.0,Actor,,,
Any,Katie Jarvis,Any,Any,256,6.07,6.9,2357852.0,3000000.0,Actor,,,
Any,Katy Perry,Any,Any,88,8.96,6.5,32726956.0,12000000.0,Actor,,,
Any,Kaya Scodelario,Any,Any,75,5.28,6.0,100915.0,8000000.0,Actor,,,
Any,Keanu Reeves,Any,Any,1579,21.77,6.31,151435646.0,51530435.0,Actor,,,
Any,Keenen Ivory Wayans,Any,Any,29,6.67,5.9,20615318.0,17500000.0,Actor,,,
Any,Keir Gilchrist,Any,Any,691,8.17,6.9,6491240.0,8000000.0,Actor,,,
Any,Keira Knightley,Any,Any,947,10.91,6.75,92232876.0,28333333.0,Actor,,,
Any,Keisha Castle-Hughes,Any,Any,114,11.04,7.1,41400000.0,8000000.0,Actor,,,
Any,Keith Coogan,Any,Any,10,0.01,5.9,8153677.0,5000000.0,Actor,,,
Any,Keke Palmer,Any,Any,85,5.05,6.7,18948425.0,8000000.0,Actor,,,
Any,Kelan Pannell,Any,Any,247,11.98,6.2,17286299.0,27000000.0,Actor,,,
Any,Kellan Lutz,Any,Any,542,6.6,4.4,61279452.0,70000000.0,Actor,,,
Any,Kelly Clarkson,Any,Any,23,1.7,3.0,4922166.0,12000000.0,Actor,,,
Any,Kelly Macdonald,Any,Any,4760,15.88,6.7,538983207.0,185000000.0,Actor,,,
Any,Ken Marshall,Any,Any,130,9.85,5.8,16519460.0,27000000.0,Actor,,,
Any,Ken Ogata,Any,Any,37,8.59,7.7,502758.0,5000000.0,Actor,,,
Any,Ken Takakura,Any,Any,21,1.88,7.3,3752325.0,7500000.0,Actor,,,
Any,Ken Tanaka,Any,Any,34,2.89,6.7,4100000.0,2000000.0,Actor,,,
Any,Ken Watanabe,Any,Any,553,11.65,7.2,68673228.0,19000000.0,Actor,,,
Any,Kenneth Branagh,Any,Any,892,8.76,7.0,76432727.0,95000000.0,Actor,,,
Any,Kenny Wormald,Any,Any,438,6.16,6.4,63543328.0,24000000.0,Actor,,,
Any,Keri Russell,Any,Any,331,15.44,6.43,16504262.0,3466667.0,Actor,,,
Any,Kevin Bacon,Any,Any,365,8.42,5.88,48619457.0,21535000.0,Actor,,,
Any,Kevin Bernhardt,Any,Any,160,6.55,5.3,12534961.0,5000000.0,Actor,,,
Any,Kevin Conroy,Any,Any,352,6.89,6.8,4696196.0,4750000.0,Actor,,,
Any,Kevin Costner,Any,Any,458,9.83,6.57,99303716.0,45295455.0,Actor,,,
Any,Kevin Dillon,Any,Any,187,10.87,6.3,8247943.0,19000000.0,Actor,,,
Any,Kevin Farley,Any,Any,20,2.15,4.1,7000000.0,20000000.0,Actor,,,
Any,Kevin Gage,Any,Any,36,2.31,4.7,631221.0,1100000.0,Actor,,,
Any,Kevin Hart,Any,Any,394,29.93,6.28,91113563.0,28375000.0,Actor,,,
Any,Kevin Heffernan,Any,Any,107,6.58,5.1,5001655.0,8500000.0,Actor,,,
Any,Kevin James,Any,Any,550,12.22,5.18,131963949.0,53500000.0,Actor,,,
Any,Kevin Kline,Any,Any,79,4.43,6.13,10027623.0,14333333.0,Actor,,,
Any,Kevin Peter Hall,Any,Any,743,11.74,6.0,57120318.0,35000000.0,Actor,,,
Any,Kevin Smith,Any,Any,491,11.62,6.4,33788161.0,22000000.0,Actor,,,
Any,Kevin Sorbo,Any,Any,242,6.1,5.9,29789000.0,17000000.0,Actor,,,
Any,Kevin Spacey,Any,Any,1012,11.2,6.86,113618496.0,34777778.0,Actor,,,
Any,Kevin Zegers,Any,Any,194,9.18,5.8,15264966.0,9250000.0,Actor,,,
Any,Khalid Abdalla,Any,Any,405,5.97,7.3,73276047.0,20000000.0,Actor,,,
Any,Kiefer Sutherland,Any,Any,384,9.47,5.8,57103250.0,47000000.0,Actor,,,
Any,Kieran Culkin,Any,Any,95,5.54,6.5,4777465.0,9000000.0,Actor,,,
Any,Kieran O'Brien,Any,Any,103,18.85,5.1,1574623.0,1000000.0,Actor,,,
Any,Kim Basinger,Any,Any,76,7.55,5.08,16569620.0,20000000.0,Actor,,,
Any,Kim Cattrall,Any,Any,12,1.61,5.5,31649.0,5000000.0,Actor,,,
Any,Kim Hye-ja,Any,Any,192,5.03,7.6,17112713.0,5000000.0,Actor,,,
Any,Kim Min-hee,Any,Any,453,16.73,8.1,1983204.0,8575000.0,Actor,,,
Any,Kim Rossi Stuart,Any,Any,112,4.39,7.3,4851244.0,818418.0,Actor,,,
Any,Kim Seung-woo,Any,Any,38,3.11,7.0,20967660.0,10400000.0,Actor,,,
Any,Kimberly Beck,Any,Any,241,10.18,5.9,32980880.0,2600000.0,Actor,,,
Any,Kimberly Elise,Any,Any,99,3.71,5.2,24645670.0,10000000.0,Actor,,,
Any,Kinga Preis,Any,Any,31,2.16,6.1,101657.0,1300000.0,Actor,,,
Any,Kip Pardue,Any,Any,96,3.4,4.5,27895452.0,51500000.0,Actor,,,
Any,Kirby Heyborne,Any,Any,2,0.08,5.0,1672730.0,2000000.0,Actor,,,
Any,Kirk Cameron,Any,Any,100,5.33,7.0,33456317.0,500000.0,Actor,,,
Any,Kirsten Dunst,Any,Any,429,8.6,6.16,29295553.0,21240000.0,Actor,,,
Any,Kit Harington,Any,Any,1294,12.2,5.2,117831631.0,130000000.0,Actor,,,
Any,Kitana Kiki Rodriguez,Any,Any,166,4.83,6.9,702354.0,100000.0,Actor,,,
Any,Kiều Chinh,Any,Any,1,0.04,5.0,639000.0,1300000.0,Actor,,,
Any,Klaus Maria Brandauer,Any,Any,139,12.32,6.5,34793160.0,14000000.0,Actor,,,
Any,Kodi Smit-McPhee,Any,Any,732,10.77,6.7,65642506.0,40000000.0,Actor,,,
Any,Kofi Ghanaba,Any,Any,5,0.05,6.9,2691899.0,1000000.0,Actor,,,
Any,Koji Yakusho,Any,Any,212,6.32,7.25,8827070.0,3010000.0,Actor,,,
Any,Konstantin Khabenskiy,Any,Any,112,5.37,6.0,41158408.0,3850000.0,Actor,,,
Any,Kris Kristofferson,Any,Any,56,4.39,6.5,3484331.0,44000000.0,Actor,,,
Any,Kristanna Loken,Any,Any,120,6.51,3.6,2405420.0,25000000.0,Actor,,,
Any,Kristen Bell,Any,Any,1336,12.41,6.06,270803414.0,43200000.0,Actor,,,
Any,Kristen Connolly,Any,Any,2314,14.81,6.6,66486080.0,30000000.0,Actor,,,
Any,Kristen Stewart,Any,Any,1796,20.35,5.81,375788475.0,59600000.0,Actor,,,
Any,Kristen Wiig,Any,Any,1697,6.81,6.5,288383523.0,32500000.0,Actor,,,
Any,Kristin Kreuk,Any,Any,113,6.66,3.9,12764201.0,50000000.0,Actor,,,
Any,Kristin Scott Thomas,Any,Any,200,6.09,7.2,17511906.0,10000000.0,Actor,,,
Any,Kristina Orbakayte,Any,Any,9,1.16,3.9,17850711.0,3000000.0,Actor,,,
Any,Kristoffer Joner,Any,Any,317,6.98,6.5,12975143.0,5904067.0,Actor,,,
Any,Kristy Swanson,Any,Any,110,3.79,4.95,10188441.0,10000000.0,Actor,,,
Any,Krysten Ritter,Any,Any,66,10.11,5.3,30905.0,930000.0,Actor,,,
Any,Kseniya Rappoport,Any,Any,26,2.38,6.3,4300000.0,3906840.0,Actor,,,
Any,Kuei Ya-Lei,Any,Any,42,2.71,6.8,6933459.0,1000000.0,Actor,,,
Any,Kunal Khemu,Any,Any,5,0.33,5.6,6600000.0,3000000.0,Actor,,,
Any,Kuno Becker,Any,Any,244,9.78,6.6,27610873.0,30000000.0,Actor,,,
Any,Kurt Russell,Any,Any,483,9.48,6.43,61432066.0,42333333.0,Actor,,,
Any,Kurt Thomas,Any,Any,14,1.54,4.7,5730596.0,8500000.0,Actor,,,
Any,Kyle Catlett,Any,Any,234,6.84,6.7,9494789.0,33000000.0,Actor,,,
Any,Kyle MacLachlan,Any,Any,576,9.26,6.5,30925690.0,40000000.0,Actor,,,
Any,Kåre Hedebrant,Any,Any,997,7.27,7.5,10785801.0,4000000.0,Actor,,,
Any,LL Cool J,Any,Any,339,7.6,6.3,21148829.0,27000000.0,Actor,,,
Any,Lake Bell,Any,Any,232,9.77,6.4,2963902.0,1000000.0,Actor,,,
Any,Lambert Wilson,Any,Any,155,4.59,6.15,27886298.0,5000000.0,Actor,,,
Any,Lance Guest,Any,Any,225,5.98,6.5,28733290.0,15000000.0,Actor,,,
Any,Lance Henriksen,Any,Any,108,11.84,5.9,4385516.0,3500000.0,Actor,,,
Any,Larry David,Any,Any,365,8.93,6.8,35097815.0,15000000.0,Actor,,,
Any,Lau Ching-Wan,Any,Any,21,1.68,6.0,117629.0,12000000.0,Actor,,,
Any,Laura Dern,Any,Any,24,2.81,6.6,3209888.0,5250000.0,Actor,,,
Any,Laura Linney,Any,Any,444,9.11,5.65,148119284.0,34500000.0,Actor,,,
Any,Lauren Cohan,Any,Any,1133,17.03,5.8,64188367.0,10000000.0,Actor,,,
Any,Lauren German,Any,Any,331,8.16,5.65,17820760.0,6600000.0,Actor,,,
Any,Laurence Fishburne,Any,Any,310,8.34,6.0,31220286.0,28875000.0,Actor,,,
Any,Laurence Olivier,Any,Any,208,7.5,6.8,41092328.0,15000000.0,Actor,,,
Any,Lea Michele,Any,Any,45,6.66,5.8,18662027.0,70000000.0,Actor,,,
Any,Lea Thompson,Any,Any,227,10.72,5.1,37962774.0,37000000.0,Actor,,,
Any,Lee Horsley,Any,Any,30,3.52,5.6,39103425.0,4000000.0,Actor,,,
Any,Lee Ji-ah,Any,Any,3,0.46,5.5,500.0,500.0,Actor,,,
Any,Lee Marvin,Any,Any,83,5.4,6.8,7206220.0,4500000.0,Actor,,,
Any,Leelee Sobieski,Any,Any,203,6.42,5.4,23619609.0,30000000.0,Actor,,,
Any,Lena Dunham,Any,Any,60,2.8,5.6,416498.0,65000.0,Actor,,,
Any,Lena Headey,Any,Any,2498,23.21,6.0,89328627.0,3000000.0,Actor,,,
Any,Lennie Loftin,Any,Any,72,4.47,5.6,20342161.0,10000000.0,Actor,,,
Any,Leo Fitzpatrick,Any,Any,280,4.88,6.8,7412216.0,1500000.0,Actor,,,
Any,Leo Howard,Any,Any,2,0.59,5.3,10474.0,135000.0,Actor,,,
Any,Leon Robinson,Any,Any,510,8.31,6.8,154864401.0,14000000.0,Actor,,,
Any,Leonardo DiCaprio,Any,Any,3816,15.93,7.19,271293874.0,82166667.0,Actor,,,
Any,Leonid Barats,Any,Any,29,2.08,6.95,8642910.0,2475000.0,Actor,,,
Any,Leonid Bichevin,Any,Any,10,0.65,6.2,766075.0,3600000.0,Actor,,,
Any,Leonid Yarmolnik,Any,Any,41,5.92,6.7,1310673.0,7000000.0,Actor,,,
Any,Leonor Varela,Any,Any,41,3.75,6.0,107559.0,2500000.0,Actor,,,
Any,Leonor Watling,Any,Any,273,6.65,7.5,51001550.0,9285469.0,Actor,,,
Any,Lesley-Anne Down,Any,Any,3,0.63,5.7,439564.0,14000000.0,Actor,,,
Any,Leslie Easterbrook,Any,Any,12,0.44,4.0,175742.0,180000.0,Actor,,,
Any,Leslie Nielsen,Any,Any,549,9.93,6.52,57903856.0,16500000.0,Actor,,,
Any,Levi Miller,Any,Any,979,11.3,5.9,128388320.0,150000000.0,Actor,,,
Any,Lewis MacDougall,Any,Any,1023,24.48,6.8,46652768.0,43000000.0,Actor,,,
Any,Li Bingbing,Any,Any,22,2.0,5.3,1332231.0,134005.0,Actor,,,
Any,Li Yu-Chun,Any,Any,27,2.08,5.4,5290.0,15000000.0,Actor,,,
Any,Liam Hemsworth,Any,Any,1046,11.08,5.13,135702098.0,70333333.0,Actor,,,
Any,Liam James,Any,Any,695,10.34,7.1,23198652.0,4600000.0,Actor,,,
Any,Liam Neeson,Any,Any,1615,14.6,6.38,172355501.0,41694444.0,Actor,,,
Any,Liev Schreiber,Any,Any,287,5.67,5.3,119188334.0,25000000.0,Actor,,,
Any,Lily Collins,Any,Any,1649,14.34,6.2,90565421.0,60000000.0,Actor,,,
Any,Lily James,Any,Any,1544,13.88,6.1,279944340.0,61500000.0,Actor,,,
Any,Lily Tomlin,Any,Any,143,4.57,6.1,7087452.0,600000.0,Actor,,,
Any,Linda de Mol,Any,Any,20,1.43,5.2,18000000.0,3500000.0,Actor,,,
Any,Lindsay Lohan,Any,Any,643,7.25,5.17,45368845.0,20375000.0,Actor,,,
Any,Lisa Kudrow,Any,Any,12,4.16,3.3,1675706.0,20000000.0,Actor,,,
Any,Liu Ye,Any,Any,55,7.22,7.6,10652498.0,12000000.0,Actor,,,
Any,Liv Tyler,Any,Any,509,8.85,6.0,82391145.0,9000000.0,Actor,,,
Any,Liv Ullmann,Any,Any,2,0.89,3.5,125400.0,5000000.0,Actor,,,
Any,Lizzy Caplan,Any,Any,2297,12.87,6.4,170764026.0,25000000.0,Actor,,,
Any,Logan Lerman,Any,Any,2273,10.97,6.53,144825320.0,66000000.0,Actor,,,
Any,Lorenza Izzo,Any,Any,359,9.34,5.0,6833445.0,5000000.0,Actor,,,
Any,Loreto Peralta,Any,Any,210,6.51,7.5,99067206.0,5500000.0,Actor,,,
Any,Lori Cardille,Any,Any,276,8.8,6.9,34000000.0,3500000.0,Actor,,,
Any,Lori Petty,Any,Any,140,7.6,5.5,4064495.0,25000000.0,Actor,,,
Any,Lorraine Gary,Any,Any,227,9.33,3.5,51881013.0,23000000.0,Actor,,,
Any,Lou Diamond Phillips,Any,Any,68,4.21,5.75,38319806.0,8250000.0,Actor,,,
Any,Louis C.K.,Any,Any,1808,7.66,7.0,438228968.0,37625000.0,Actor,,,
Any,Louise Bourgoin,Any,Any,325,6.71,5.9,34100000.0,25000000.0,Actor,,,
Any,Louise Grinberg,Any,Any,103,5.11,5.6,201607.0,4141459.0,Actor,,,
Any,Lubna Azabal,Any,Any,496,8.6,7.9,7103838.0,6800000.0,Actor,,,
Any,Lucas Black,Any,Any,1749,2.24,6.1,158468292.0,85000000.0,Actor,,,
Any,Lucas Till,Any,Any,209,14.8,6.0,64493915.0,125000000.0,Actor,,,
Any,Luis Tosar,Any,Any,196,6.53,6.7,15709572.0,6200000.0,Actor,,,
Any,Luke Evans,Any,Any,1306,11.76,5.85,107802060.0,36450000.0,Actor,,,
Any,Luke Kirby,Any,Any,28,2.87,5.6,3031801.0,4361898.0,Actor,,,
Any,Luke Treadaway,Any,Any,195,9.61,7.5,82703.0,8000000.0,Actor,,,
Any,Luke Wilson,Any,Any,327,9.4,6.1,22580033.0,30200000.0,Actor,,,
Any,Lyndsy Fonseca,Any,Any,334,5.73,5.8,498974.0,10000000.0,Actor,,,
Any,Macaulay Culkin,Any,Any,1332,7.33,6.45,223450880.0,20000000.0,Actor,,,
Any,Maccio Capatonda,Any,Any,142,3.78,6.0,4541800.0,1816720.0,Actor,,,
Any,Madeline Carroll,Any,Any,426,10.28,7.4,1755212.0,14000000.0,Actor,,,
Any,Madhavan,Any,Any,12,0.86,6.5,2784000.0,900000.0,Actor,,,
Any,Madina Nalwanga,Any,Any,103,6.16,7.1,10367161.0,15000000.0,Actor,,,
Any,Madonna,Any,Any,65,4.64,5.3,34447037.0,20833334.0,Actor,,,
Any,Mads Mikkelsen,Any,Any,450,8.38,6.8,16623833.0,6985470.0,Actor,,,
Any,Mae Whitman,Any,Any,1372,8.59,6.8,43528634.0,8500000.0,Actor,,,
Any,Magdalena Mielcarz,Any,Any,14,7.86,5.0,16815892.0,25000000.0,Actor,,,
Any,Maggie Gyllenhaal,Any,Any,43,3.32,6.3,622806.0,2000000.0,Actor,,,
Any,Maggie Smith,Any,Any,158,7.51,6.35,32350465.0,6250000.0,Actor,,,
Any,Maika Monroe,Any,Any,1894,20.36,6.6,14674076.0,2000000.0,Actor,,,
Any,Malcolm McDowell,Any,Any,510,11.61,5.9,80253908.0,15000000.0,Actor,,,
Any,Malin Åkerman,Any,Any,2892,16.55,7.0,185258983.0,130000000.0,Actor,,,
Any,Mandy Moore,Any,Any,1176,8.19,6.52,158255849.0,73500000.0,Actor,,,
Any,Mannara Chopra,Any,Any,2,0.2,7.5,1268395.0,1556288.0,Actor,,,
Any,Manoj Bajpayee,Any,Any,83,9.78,7.0,4100000.0,1400000.0,Actor,,,
Any,Manuela Velasco,Any,Any,725,8.68,6.8,24458840.0,3550000.0,Actor,,,
Any,Mara Wilson,Any,Any,892,10.03,6.9,33459416.0,36000000.0,Actor,,,
Any,Marat Basharov,Any,Any,6,0.9,5.8,1328612.0,800000.0,Actor,,,
Any,Marc Singer,Any,Any,17,4.04,4.6,869325.0,6000000.0,Actor,,,
Any,Marcello Mastroianni,Any,Any,33,6.26,5.3,11300653.0,15000000.0,Actor,,,
Any,Marco Leonardi,Any,Any,70,4.13,6.6,21665468.0,2000000.0,Actor,,,
Any,Marcos Hernández,Any,Any,24,2.33,5.6,253527.0,1601792.0,Actor,,,
Any,Margaret Colin,Any,Any,13,2.15,6.7,464000.0,1000000.0,Actor,,,
Any,Margarete Tiesel,Any,Any,53,4.65,6.7,24267.0,3600000.0,Actor,,,
Any,Maria Bello,Any,Any,153,9.23,5.0,3387000.0,3000000.0,Actor,,,
Any,Maria Poezhaeva,Any,Any,38,5.98,6.6,1776333.0,18000000.0,Actor,,,
Any,Mariah Carey,Any,Any,38,5.42,3.4,5271666.0,22000000.0,Actor,,,
Any,Marie Avgeropoulos,Any,Any,437,9.06,5.9,593683.0,11000000.0,Actor,,,
Any,Mariel Hemingway,Any,Any,33,2.66,5.7,1100000.0,7000000.0,Actor,,,
Any,Marijn De Valck,Any,Any,8,0.85,6.3,7471304.0,3849796.0,Actor,,,
Any,Marina Foïs,Any,Any,228,9.48,6.2,14054361.0,17820000.0,Actor,,,
Any,Marina Zudina,Any,Any,36,2.47,6.4,1.0,2.0,Actor,,,
Any,Marion Cotillard,Any,Any,271,7.1,6.7,9634578.0,12175000.0,Actor,,,
Any,Marisa Tomei,Any,Any,9,1.43,6.6,2832826.0,11000000.0,Actor,,,
Any,Mariya Aronova,Any,Any,6,1.56,5.9,7547762.0,10000000.0,Actor,,,
Any,Mark Addy,Any,Any,140,6.05,4.4,59468275.0,83000000.0,Actor,,,
Any,Mark Dacascos,Any,Any,30,7.96,6.8,3283371.0,6000000.0,Actor,,,
Any,Mark Duplass,Any,Any,140,10.85,6.5,3200000.0,125000.0,Actor,,,
Any,Mark Hamill,Any,Any,5380,17.03,8.05,555550000.0,25175000.0,Actor,,,
Any,Mark Ruffalo,Any,Any,1050,8.39,6.95,38819884.0,9425000.0,Actor,,,
Any,Mark Strong,Any,Any,227,7.4,6.17,8120502.0,30392896.0,Actor,,,
Any,Mark Wahlberg,Any,Any,1305,14.29,6.25,189253090.0,64090909.0,Actor,,,
Any,Mark Webber,Any,Any,355,9.07,6.2,13809.0,5000000.0,Actor,,,
Any,Marla Sokoloff,Any,Any,60,7.72,5.7,13276953.0,11000000.0,Actor,,,
Any,Marlon Brando,Any,Any,80,9.36,4.45,28939425.0,40000000.0,Actor,,,
Any,Marlon Wayans,Any,Any,376,6.79,5.0,60967201.0,28833333.0,Actor,,,
Any,Martijn Lakemeier,Any,Any,66,3.92,6.8,530048.0,4000000.0,Actor,,,
Any,Martin Escudero,Any,Any,5,0.67,5.3,721651.0,22361.0,Actor,,,
Any,Martin Freeman,Any,Any,3619,21.87,7.1,672966068.0,183333333.0,Actor,,,
Any,Martin Henderson,Any,Any,98,5.05,5.5,23727522.0,24000000.0,Actor,,,
Any,Martin Lawrence,Any,Any,443,6.51,5.63,118209423.0,51666667.0,Actor,,,
Any,Martin Sheen,Any,Any,30,4.32,3.6,839466.0,1000000.0,Actor,,,
Any,Martin Short,Any,Any,32,2.55,5.38,11170649.0,23002500.0,Actor,,,
Any,Martina Gedeck,Any,Any,977,9.02,7.9,70000000.0,2000000.0,Actor,,,
Any,Mary Elizabeth Mastrantonio,Any,Any,17,1.97,7.0,1997807.0,8000000.0,Actor,,,
Any,Mary Elizabeth Winstead,Any,Any,1125,10.34,6.22,63627712.0,18875000.0,Actor,,,
Any,Mary Kay Place,Any,Any,9,1.14,6.3,431326.0,500000.0,Actor,,,
Any,Masako Nozawa,Any,Any,377,11.35,6.8,61768190.0,5000000.0,Actor,,,
Any,Masey McLain,Any,Any,27,2.25,7.0,2000000.0,1500000.0,Actor,,,
Any,Mathieu Amalric,Any,Any,167,7.44,7.15,10602969.0,13000000.0,Actor,,,
Any,Matilda Anna Ingrid Lutz,Any,Any,1075,24.54,4.8,83080890.0,25000000.0,Actor,,,
Any,Mats Åhlfeldt,Any,Any,7,0.55,5.7,955401.0,48740.0,Actor,,,
Any,Matt Bennett,Any,Any,19,2.24,4.6,563706.0,2000000.0,Actor,,,
Any,Matt Czuchry,Any,Any,20,3.21,5.7,1429299.0,7000000.0,Actor,,,
Any,Matt Damon,Any,Any,1471,12.56,6.52,162135713.0,66008333.0,Actor,,,
Any,Matt Dillon,Any,Any,251,9.15,6.75,27030370.0,10625000.0,Actor,,,
Any,Matt Lanter,Any,Any,342,10.08,4.45,41196064.0,16750000.0,Actor,,,
Any,Matt LeBlanc,Any,Any,7,1.65,6.1,23000.0,15000000.0,Actor,,,
Any,Matthew Broderick,Any,Any,416,8.13,6.46,73479080.0,34000000.0,Actor,,,
Any,Matthew Goode,Any,Any,55,11.07,6.2,13204291.0,20000000.0,Actor,,,
Any,Matthew Le Nevez,Any,Any,38,6.12,4.0,143000.0,7500000.0,Actor,,,
Any,Matthew Macfadyen,Any,Any,508,8.83,6.9,46.0,9000000.0,Actor,,,
Any,Matthew McConaughey,Any,Any,1389,10.86,6.46,141509086.0,51562500.0,Actor,,,
Any,Matthew Modine,Any,Any,906,12.73,6.97,17759082.0,19333333.0,Actor,,,
Any,Matthew Perry,Any,Any,86,10.17,5.0,16930185.0,29000000.0,Actor,,,
Any,Matthias Schweighöfer,Any,Any,80,4.92,6.4,40239.0,18000000.0,Actor,,,
Any,Max Irons,Any,Any,22,3.57,6.7,557241.0,20000000.0,Actor,,,
Any,Max Records,Any,Any,580,12.36,6.4,100086793.0,100000000.0,Actor,,,
Any,Max Riemelt,Any,Any,74,5.7,7.3,3764219.0,4500000.0,Actor,,,
Any,Max Thieriot,Any,Any,150,5.28,5.2,19829957.0,25000000.0,Actor,,,
Any,Maxwell Caulfield,Any,Any,185,14.2,4.9,15171476.0,13200000.0,Actor,,,
Any,Maz Jobrani,Any,Any,14,1.22,5.4,230069.0,2500000.0,Actor,,,
Any,Maï Anh Le,Any,Any,185,5.3,6.9,62172050.0,74500000.0,Actor,,,
Any,Małgorzata Foremniak,Any,Any,93,5.02,6.8,8826094.0,8000000.0,Actor,,,
Any,Meg Ryan,Any,Any,464,7.21,5.78,48796684.0,28333333.0,Actor,,,
Any,Megan Faccio,Any,Any,201,5.17,6.5,3045943.0,30000.0,Actor,,,
Any,Megan Fox,Any,Any,1506,16.29,5.63,251459970.0,92000000.0,Actor,,,
Any,Mel Brooks,Any,Any,564,9.19,6.6,34896195.0,16850000.0,Actor,,,
Any,Mel Gibson,Any,Any,840,11.71,6.65,152909473.0,51595028.0,Actor,,,
Any,Melanie Griffith,Any,Any,40,5.01,5.8,9324322.0,22000000.0,Actor,,,
Any,Melanie Kinnaman,Any,Any,200,9.09,5.1,21930418.0,2200000.0,Actor,,,
Any,Melanie Lynskey,Any,Any,299,9.44,6.9,3049135.0,5000000.0,Actor,,,
Any,Melinda Clarke,Any,Any,88,9.8,5.9,54207.0,2000000.0,Actor,,,
Any,Melissa George,Any,Any,160,6.78,6.2,25345000.0,4000000.0,Actor,,,
Any,Melissa Joan Hart,Any,Any,62,4.61,5.8,22593409.0,8000000.0,Actor,,,
Any,Melissa McCarthy,Any,Any,1436,11.33,5.68,160993854.0,64500000.0,Actor,,,
Any,Melissa Rauch,Any,Any,112,5.35,5.5,615816.0,3500000.0,Actor,,,
Any,Melonie Diaz,Any,Any,12,1.83,6.0,18479.0,1000000.0,Actor,,,
Any,Melvil Poupaud,Any,Any,190,8.59,7.7,12250.0,9500000.0,Actor,,,
Any,Mena Suvari,Any,Any,9,3.44,4.1,45000.0,3300000.0,Actor,,,
Any,Meryl Streep,Any,Any,631,9.16,6.5,138495318.0,32388889.0,Actor,,,
Any,Method Man,Any,Any,230,6.8,6.4,31155435.0,12000000.0,Actor,,,
Any,Mia Farrow,Any,Any,206,6.13,7.3,10631333.0,15000000.0,Actor,,,
Any,Mia Wasikowska,Any,Any,1830,11.04,6.4,278102910.0,68750000.0,Actor,,,
Any,Michael Angarano,Any,Any,568,8.06,5.8,86369815.0,35000000.0,Actor,,,
Any,Michael B. Jordan,Any,Any,1963,33.45,7.3,173567581.0,37000000.0,Actor,,,
Any,Michael Beck,Any,Any,5,0.82,4.2,3000000.0,1000000.0,Actor,,,
Any,Michael Biehn,Any,Any,14,1.15,3.1,18.0,10000000.0,Actor,,,
Any,Michael Bonsignore,Any,Any,1,0.26,7.5,41.0,500.0,Actor,,,
Any,Michael C. Williams,Any,Any,1090,14.84,6.3,248000000.0,60000.0,Actor,,,
Any,Michael Caine,Any,Any,234,7.63,6.52,16653838.0,12276667.0,Actor,,,
Any,Michael Carbonaro,Any,Any,48,5.98,5.2,745327.0,500000.0,Actor,,,
Any,Michael Caton,Any,Any,69,4.34,7.4,861789.0,786675.0,Actor,,,
Any,Michael Cera,Any,Any,870,11.48,6.43,27311822.0,23333333.0,Actor,,,
Any,Michael Crawford,Any,Any,24,3.14,6.2,6582052.0,13000000.0,Actor,,,
Any,Michael Douglas,Any,Any,407,9.61,6.31,113057930.0,38894737.0,Actor,,,
Any,Michael Dudikoff,Any,Any,71,7.31,5.5,10499694.0,1000000.0,Actor,,,
Any,Michael Ealy,Any,Any,224,6.44,6.25,78171840.0,12000000.0,Actor,,,
Any,Michael Fassbender,Any,Any,1128,21.11,6.07,71337697.0,37833333.0,Actor,,,
Any,Michael J. Fox,Any,Any,1687,11.45,6.58,178395692.0,56650000.0,Actor,,,
Any,Michael Jai White,Any,Any,274,11.14,6.15,44068300.0,21450000.0,Actor,,,
Any,Michael Jordan,Any,Any,1335,11.05,6.5,250200000.0,80000000.0,Actor,,,
Any,Michael Keaton,Any,Any,1871,14.22,6.65,124594074.0,33250000.0,Actor,,,
Any,Michael Legge,Any,Any,10,1.19,5.9,33700.0,2000000.0,Actor,,,
Any,Michael Madsen,Any,Any,161,13.5,4.5,19165560.0,35000000.0,Actor,,,
Any,Michael Moore,Any,Any,242,7.27,7.25,21061466.0,8290000.0,Actor,,,
Any,Michael Murphy,Any,Any,89,5.59,5.5,16554699.0,5000000.0,Actor,,,
Any,Michael Nyqvist,Any,Any,736,9.13,7.2,73921895.0,8500000.0,Actor,,,
Any,Michael Parks,Any,Any,348,6.58,5.5,1465694.0,3400000.0,Actor,,,
Any,Michael Paré,Any,Any,105,6.96,6.6,8089290.0,14500000.0,Actor,,,
Any,Michael Peña,Any,Any,277,12.24,6.2,26800152.0,25000000.0,Actor,,,
Any,Michael Pitt,Any,Any,680,6.69,7.2,15121165.0,15000000.0,Actor,,,
Any,Michael Rapaport,Any,Any,32,2.0,6.6,7202.0,1000000.0,Actor,,,
Any,Michael Shannon,Any,Any,517,10.47,6.57,3760263.0,14333333.0,Actor,,,
Any,Michael Stuhlbarg,Any,Any,492,7.97,6.6,31430334.0,7000000.0,Actor,,,
Any,Michelle Jenner,Any,Any,52,6.35,5.7,8306690.0,14000000.0,Actor,,,
